  270,20110213,  158,   37,   47,   60,   21,   20,    5,  100,   23,   55,   36,    4,   76,   15,   36,    6,   20,   21,  373,    0,    0,    0,    1,10088,10106,    2,10063,   24,    1,    4,   60,   15,    8,   93,  100,    1,   81,   15,    5,
  270,20110214,  142,   43,   45,   70,    4,   20,   18,  110,    7,   52,   38,    6,   64,   12,   34,    6,    0,    0,  217,   37,   23,   11,   14,10049,10062,    1,10037,   24,   15,   21,   61,   11,    8,   94,   99,   19,   86,   11,    3,
  270,20110215,  124,   35,   36,   60,   24,   10,    8,   90,   23,   44,   31,    9,   55,   14,   29,    6,   19,   19,  445,   43,   21,    5,   21, 9993,10032,    1, 9959,   24,    2,    9,   63,   15,    8,   97,   99,    1,   91,   16,    6,
  270,20110216,  155,   28,   34,   50,    1,   10,   21,   90,    1,   58,    9,   21,  100,   14,  -12,   24,   29,   29,  480,   15,   14,   11,    7, 9992,10026,   22, 9955,    3,   38,   23,   67,   14,    5,   91,   97,    7,   73,   15,    6,
  270,20110217,   77,   46,   46,   60,   19,   30,    1,   90,   19,   16,  -12,   24,   57,   14,  -19,   24,   65,   65,  760,    0,    0,    0,    1,10082,10141,   24,10030,    1,    1,    3,   59,   11,    2,   89,  100,    3,   75,   13,    9,
  270,20110218,   87,   45,   46,   60,   11,   30,    2,  100,   23,    2,  -17,    3,   14,   15,  -24,    6,    2,    2,  313,    0,    0,    0,    1,10173,10190,   19,10144,    1,   48,    2,   59,   10,    8,   85,   93,    2,   79,   13,    3,
  270,20110219,  105,   67,   68,   80,   10,   50,    3,  120,   10,    0,  -16,   24,   14,   13,  -21,   24,   14,   14,  478,    0,    0,    0,    1,10185,10188,   11,10176,   14,   57,    1,   71,   18,    8,   77,   83,    2,   71,   22,    5,
  270,20110220,  102,   72,   73,   80,    1,   60,   17,  130,    4,  -14,  -34,   24,   19,   15,  -41,   24,   75,   74,  815,    0,    0,    0,    1,10200,10213,   24,10187,    1,   64,    1,   82,   19,    6,   64,   73,    3,   52,   19,    8,
  270,20110221,  111,   59,   59,   70,    8,   40,   24,  120,    9,  -30,  -52,    7,    4,   14,  -58,   12,   93,   91,  975,    0,    0,    0,    1,10198,10215,    1,10180,   17,   58,   23,   80,   13,    0,   65,   76,    7,   49,   15,    9,
  270,20110222,  130,   46,   48,   60,   10,   40,    1,   90,    3,  -26,  -63,    6,   15,   15,  -69,    6,   86,   83,  951,    0,    0,    0,    1,10206,10230,   24,10188,    2,   59,    1,   73,   14,    4,   62,   78,    3,   47,   12,    9,
  270,20110223,  167,   53,   54,   70,   22,   40,    1,  110,   20,   -3,  -30,    3,   26,   14,  -35,    6,    0,    0,  321,   60,   25,    9,   24,10212,10227,    1,10190,   23,   12,   17,   60,    4,    8,   77,   99,   19,   65,   13,    3,
  270,20110224,  160,   43,   43,   60,    1,   30,   14,  100,    1,   17,    1,    1,   28,   16,    0,    6,    0,    0,  278,   20,   26,   12,    3,10221,10263,   24,10176,    3,    3,   24,   50,    1,    8,   99,  100,   11,   98,    1,    3,
  270,20110225,  175,   44,   45,   60,   18,   30,    2,   90,   17,   49,   26,    1,   63,   15,   25,    6,    0,    0,  202,    0,   -1,   -1,   24,10249,10267,    1,10208,   24,    1,    2,   14,   16,    8,  100,  100,    1,   99,    4,    3,
  270,20110226,  171,   50,   51,   70,    9,   20,   24,  110,    9,   66,   49,   24,   80,   16,   49,   24,    0,    0,  197,   83,   42,    8,   17,10114,10200,    1,10066,   23,    3,    3,   50,   14,    8,   99,  100,    2,   97,   14,    3,
  270,20110227,    7,   39,   44,   70,   13,   10,    3,  100,   13,   28,    5,   13,   50,    1,    4,   18,    0,    0,  119,   98,   75,   19,   13,10114,10192,   24,10062,    2,    1,    3,   50,   12,    8,   99,  100,    1,   97,   16,    1,
  270,20110228,   48,   56,   57,   80,   10,   30,   21,  110,   10,   16,  -11,   22,   30,   13,  -19,   24,    0,    0,  310,   17,    5,    3,    1,10276,10340,   24,10200,    1,   12,    1,   34,   12,    8,   94,   99,    1,   91,   14,    3,
  270,20110301,   48,   58,   59,   90,   20,   40,    1,  130,   22,   15,   -1,   24,   31,   13,   -1,   24,    0,    0,  236,    0,    0,    0,    1,10381,10401,   24,10343,    1,   14,    1,   46,   13,    8,   94,   97,    1,   89,   13,    3,
  270,20110302,   67,   57,   58,   70,    1,   40,   21,  110,    4,    1,  -18,   24,   32,   15,  -20,   24,   47,   43,  701,    0,    0,    0,    1,10380,10399,    1,10366,   17,   10,   22,   37,   14,    7,   94,   98,   21,   85,   14,    7,
  270,20110303,   53,   54,   55,   70,   16,   40,    3,  100,   16,   -7,  -29,    7,   29,   14,  -27,   12,   52,   48,  799,    0,    0,    0,    1,10361,10371,    9,10351,   15,    5,    5,   56,   21,    7,   95,  100,    6,   85,   14,    8,
  270,20110304,   39,   29,   33,   60,    1,   10,   20,   80,    1,    5,  -19,    8,   36,   14,  -19,    6,   77,   70, 1118,    0,    0,    0,    1,10333,10355,    1,10301,   24,   27,    5,   70,   17,    6,   90,   95,    5,   78,   13,   12,
  270,20110305,    2,   35,   41,   70,   13,   10,    1,  110,   13,   36,    4,   19,   72,   13,  -13,   24,   54,   49,  790,    0,   -1,   -1,   10,10294,10309,   23,10284,    8,   31,    9,   70,   12,    5,   87,   98,    9,   70,   14,   10,
  270,20110306,   38,   34,   37,   60,   16,   20,   20,   90,   15,   14,  -23,   22,   48,   15,  -53,   24,   57,   51,  710,    0,    0,    0,    1,10325,10346,   24,10301,    3,   62,   20,   80,   11,    3,   80,   94,   23,   60,   11,    8,
